,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
4,2023-09-17,20:45,Serie A,Matchweek 4,Sun,Away,L,0.0,7.0,Roma,0.2,2.4,47.0,61443.0,Sebastiano Luperto,4-3-3,Juan Sacchi,Match Report,,8.0,2.0,25.0,0.0,23.0,-0.2,33.3,16.7,86.7,7385.0,2,0,5.0,45.0,3,Empoli
5,2023-09-24,12:30,Serie A,Matchweek 5,Sun,Home,L,0.0,1.0,Inter,0.3,1.6,39.0,15651.0,Sebastiano Luperto,4-3-2-1,Matteo Marcenaro,Match Report,,7.0,1.0,14.3,0.0,21.2,-0.3,80.0,0.0,79.0,5400.0,2,0,15.0,42.0,3,Empoli
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Home,W,1.0,0.0,Salernitana,3.2,0.6,42.0,7979.0,Sebastiano Luperto,4-3-2-1,Antonio Rapuano,Match Report,,13.0,6.0,46.2,0.17,16.0,-2.2,100.0,14.3,68.2,4280.0,2,0,18.0,63.0,3,Empoli
7,2023-10-01,12:30,Serie A,Matchweek 7,Sun,Away,L,0.0,3.0,Bologna,0.9,2.4,42.0,23689.0,Sebastiano Luperto,4-3-1-2,Fabio Maresca,Match Report,,12.0,4.0,33.3,0.0,15.9,-0.9,66.7,0.0,76.5,5637.0,4,0,16.0,57.0,3,Empoli
8,2023-10-06,18:30,Serie A,Matchweek 8,Fri,Home,D,0.0,0.0,Udinese,1.3,0.7,60.0,7128.0,Sebastiano Luperto,4-3-2-1,Michael Fabbri,Match Report,,18.0,3.0,16.7,0.0,17.6,-1.3,100.0,5.3,76.8,6716.0,1,0,11.0,49.0,3,Empoli
9,2023-10-23,20:45,Serie A,Matchweek 9,Mon,Away,W,2.0,0.0,Fiorentina,1.5,1.0,29.0,43147.0,Sebastiano Luperto,4-3-2-1,Federico Dionisi,Match Report,,7.0,3.0,42.9,0.67,12.5,0.5,100.0,2.6,65.1,3428.0,3,0,17.0,55.0,3,Empoli
10,2023-10-30,18:30,Serie A,Matchweek 10,Mon,Home,L,0.0,3.0,Atalanta,0.3,1.6,44.0,7825.0,Sebastiano Luperto,4-3-3,Luca Massimi,Match Report,,9.0,2.0,22.2,0.0,27.2,-0.3,50.0,9.1,75.1,5399.0,4,0,10.0,62.0,3,Empoli
11,2023-11-06,18:30,Serie A,Matchweek 11,Mon,Away,L,1.0,2.0,Frosinone,1.5,0.8,36.0,13229.0,Sebastiano Luperto,4-3-3,Gianluca Manganiello,Match Report,,10.0,2.0,20.0,0.5,15.8,-0.5,60.0,4.2,71.5,4508.0,2,0,9.0,55.0,3,Empoli
12,2023-11-12,12:30,Serie A,Matchweek 12,Sun,Away,W,1.0,0.0,Napoli,0.5,0.9,35.0,50500.0,Sebastiano Luperto,4-3-3,Alessandro Prontera,Match Report,,8.0,3.0,37.5,0.33,18.8,0.5,100.0,4.2,72.7,4554.0,1,0,13.0,52.0,3,Empoli
13,2023-11-26,15:00,Serie A,Matchweek 13,Sun,Home,L,3.0,4.0,Sassuolo,1.4,2.3,49.0,9954.0,Sebastiano Luperto,4-3-3,Simone Sozza,Match Report,,10.0,6.0,60.0,0.17,16.2,0.6,66.7,10.0,75.9,5761.0,4,0,20.0,39.0,3,Empoli
14,2023-12-02,15:00,Serie A,Matchweek 14,Sat,Away,D,1.0,1.0,Genoa,0.8,1.0,50.0,30747.0,Sebastiano Luperto,4-3-3,Gianluca Aureliano,Match Report,,9.0,1.0,11.1,1.0,24.0,0.2,0.0,4.8,72.6,5466.0,1,0,19.0,49.0,3,Empoli
15,2023-12-11,18:30,Serie A,Matchweek 15,Mon,Home,D,1.0,1.0,Lecce,1.4,0.8,56.0,7152.0,Sebastiano Luperto,4-3-3,Andrea Colombo,Match Report,,18.0,6.0,33.3,0.0,16.6,-1.4,80.0,0.0,76.9,6717.0,2,0,14.0,43.0,3,Empoli
16,2023-12-16,20:45,Serie A,Matchweek 16,Sat,Away,L,0.0,1.0,Torino,0.3,1.1,47.0,17815.0,Sebastiano Luperto,4-3-1-2,Livio Marinelli,Match Report,,7.0,2.0,28.6,0.0,21.3,-0.3,66.7,11.1,78.2,5961.0,2,0,10.0,48.0,3,Empoli
17,2023-12-22,18:30,Serie A,Matchweek 17,Fri,Home,L,0.0,2.0,Lazio,0.8,2.3,54.0,8800.0,Sebastiano Luperto,4-3-3,Matteo Marchetti,Match Report,,21.0,7.0,33.3,0.0,24.3,-0.8,71.4,0.0,77.4,6574.0,3,0,6.0,48.0,3,Empoli
18,2023-12-30,15:00,Serie A,Matchweek 18,Sat,Away,D,0.0,0.0,Cagliari,0.3,1.8,50.0,16125.0,Sebastiano Luperto,4-3-1-2,Fabio Maresca,Match Report,,5.0,1.0,20.0,0.0,17.7,-0.3,100.0,3.2,69.0,5096.0,3,0,18.0,43.0,3,Empoli
19,2024-01-07,12:30,Serie A,Matchweek 19,Sun,Home,L,0.0,3.0,Milan,0.9,1.7,35.0,15009.0,Sebastiano Luperto,4-3-1-2,Federico La Penna,Match Report,,17.0,2.0,11.8,0.0,19.1,-0.9,66.7,8.3,81.7,5688.0,1,0,9.0,33.0,3,Empoli
20,2024-01-13,18:00,Serie A,Matchweek 20,Sat,Away,L,1.0,2.0,Hellas Verona,0.8,0.8,60.0,,Sebastiano Luperto,4-3-3,Daniele Doveri,Match Report,,14.0,1.0,7.1,1.0,21.6,0.2,71.4,11.8,80.2,7095.0,3,0,17.0,41.0,3,Empoli
1,2023-08-20,18:30,Serie A,Matchweek 1,Sun,Away,D,2.0,2.0,Roma,0.1,1.9,40.0,62050.0,Federico Fazio,3-4-3,Ermanno Feliciani,Match Report,,3.0,2.0,66.7,1.0,22.1,1.9,33.3,8.7,72.5,4199.0,4,0,9.0,39.0,3,Salernitana
2,2023-08-28,18:30,Serie A,Matchweek 2,Mon,Home,D,1.0,1.0,Udinese,0.5,0.8,56.0,20000.0,Antonio Candreva,3-4-3,Davide Massa,Match Report,,9.0,4.0,44.4,0.25,21.2,0.5,83.3,0.0,76.2,6298.0,4,0,12.0,40.0,3,Salernitana
3,2023-09-03,20:45,Serie A,Matchweek 3,Sun,Away,L,0.0,2.0,Lecce,1.1,1.7,54.0,28052.0,Antonio Candreva,3-4-3,Luca Massimi,Match Report,,11.0,4.0,36.4,0.0,20.9,-1.1,83.3,9.1,77.1,6037.0,3,0,15.0,48.0,3,Salernitana
4,2023-09-18,18:30,Serie A,Matchweek 4,Mon,Home,L,0.0,3.0,Torino,0.7,1.8,56.0,15480.0,Antonio Candreva,3-4-3,Antonio Giua,Match Report,,14.0,4.0,28.6,0.0,19.8,-0.7,0.0,8.3,79.5,6263.0,2,0,12.0,56.0,3,Salernitana
5,2023-09-22,18:30,Serie A,Matchweek 5,Fri,Home,D,1.0,1.0,Frosinone,1.1,0.7,50.0,16217.0,Antonio Candreva,3-4-3,Marco Piccinini,Match Report,,19.0,6.0,31.6,0.17,16.7,-0.1,66.7,0.0,76.9,5561.0,2,0,12.0,54.0,3,Salernitana
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Away,L,0.0,1.0,Empoli,0.6,3.2,58.0,7979.0,Antonio Candreva,3-4-3,Antonio Rapuano,Match Report,,14.0,2.0,14.3,0.0,20.9,-0.6,83.3,0.0,75.0,6582.0,1,0,13.0,61.0,3,Salernitana
7,2023-09-30,20:45,Serie A,Matchweek 7,Sat,Home,L,0.0,4.0,Inter,0.6,2.3,36.0,28085.0,Norbert Gyömbér,3-4-3,Rosario Abisso,Match Report,,12.0,3.0,25.0,0.0,22.6,-0.6,50.0,0.0,73.0,3949.0,2,0,12.0,50.0,3,Salernitana
8,2023-10-08,12:30,Serie A,Matchweek 8,Sun,Away,L,0.0,3.0,Monza,0.6,2.8,43.0,12494.0,Antonio Candreva,3-4-3,Luca Massimi,Match Report,,8.0,5.0,62.5,0.0,17.3,-0.6,71.4,25.0,78.9,5135.0,2,0,16.0,53.0,3,Salernitana
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Home,D,2.0,2.0,Cagliari,1.5,1.7,49.0,17409.0,Federico Fazio,4-3-2-1,Daniele Chiffi,Match Report,,12.0,1.0,8.3,1.0,19.4,0.5,66.7,0.0,72.8,4907.0,3,0,11.0,53.0,3,Salernitana
10,2023-10-27,20:45,Serie A,Matchweek 10,Fri,Away,L,0.0,1.0,Genoa,0.6,0.5,49.0,31904.0,Antonio Candreva,3-4-3,Davide Massa,Match Report,,7.0,2.0,28.6,0.0,21.3,-0.6,75.0,9.1,76.0,5310.0,4,0,19.0,49.0,3,Salernitana
12,2023-11-04,15:00,Serie A,Matchweek 11,Sat,Home,L,0.0,2.0,Napoli,0.3,1.4,42.0,16812.0,Federico Fazio,4-2-3-1,Antonio Rapuano,Match Report,,10.0,3.0,30.0,0.0,18.8,-0.3,75.0,0.0,72.9,5063.0,2,0,15.0,50.0,3,Salernitana
13,2023-11-10,18:30,Serie A,Matchweek 12,Fri,Away,D,2.0,2.0,Sassuolo,0.8,2.9,37.0,10945.0,Federico Fazio,4-3-3,Davide Ghersini,Match Report,,9.0,2.0,22.2,1.0,23.2,1.2,77.8,0.0,72.1,4538.0,1,0,14.0,60.0,3,Salernitana
14,2023-11-25,15:00,Serie A,Matchweek 13,Sat,Home,W,2.0,1.0,Lazio,1.7,2.0,38.0,16700.0,Antonio Candreva,3-4-3,Alessandro Prontera,Match Report,,13.0,6.0,46.2,0.33,19.0,0.3,100.0,0.0,71.9,4765.0,5,0,11.0,48.0,3,Salernitana
15,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Away,L,0.0,3.0,Fiorentina,0.8,2.5,43.0,26286.0,Federico Fazio,3-4-3,Paride Tremolada,Match Report,,11.0,1.0,9.1,0.0,19.2,-0.8,77.8,0.0,78.1,5738.0,0,0,12.0,50.0,3,Salernitana
16,2023-12-10,18:00,Serie A,Matchweek 15,Sun,Home,L,1.0,2.0,Bologna,0.5,2.1,35.0,16700.0,Antonio Candreva,3-5-2,Simone Sozza,Match Report,,9.0,2.0,22.2,0.5,17.6,0.5,60.0,0.0,75.7,4928.0,7,1,20.0,40.0,3,Salernitana
17,2023-12-18,20:45,Serie A,Matchweek 16,Mon,Away,L,1.0,4.0,Atalanta,1.3,1.9,49.0,14264.0,Antonio Candreva,4-3-2-1,Ermanno Feliciani,Match Report,,10.0,3.0,30.0,0.33,16.2,-0.3,63.6,0.0,75.5,5999.0,2,0,11.0,51.0,3,Salernitana
18,2023-12-22,20:45,Serie A,Matchweek 17,Fri,Home,D,2.0,2.0,Milan,1.4,2.2,35.0,23467.0,Federico Fazio,4-2-3-1,Daniele Doveri,Match Report,,19.0,7.0,36.8,0.29,17.2,0.6,75.0,0.0,74.8,3758.0,3,1,16.0,37.0,3,Salernitana
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Away,W,1.0,0.0,Hellas Verona,0.5,0.8,52.0,18181.0,Federico Fazio,4-1-4-1,Maurizio Mariani,Match Report,,9.0,3.0,33.3,0.33,14.4,0.5,,0.0,70.4,5198.0,2,0,13.0,49.0,3,Salernitana
21,2024-01-07,18:00,Serie A,Matchweek 19,Sun,Home,L,1.0,2.0,Juventus,0.8,2.0,30.0,40548.0,Federico Fazio,3-5-2,Marco Guida,Match Report,,8.0,3.0,37.5,0.33,17.4,0.2,33.3,0.0,70.2,3744.0,3,1,9.0,21.0,3,Salernitana
22,2024-01-13,15:00,Serie A,Matchweek 20,Sat,Away,L,1.0,2.0,Napoli,0.1,2.2,30.0,,Federico Fazio,3-4-3,Livio Marinelli,Match Report,,6.0,2.0,33.3,0.5,26.4,0.9,85.7,4.3,67.3,4206.0,2,0,10.0,45.0,3,Salernitana
0,2022-08-15,18:30,Serie A,Matchweek 1,Mon,Away,W,5,2,Hellas Verona,2.4,1.1,66.0,16967.0,Giovanni Di Lorenzo,4-3-3,Michael Fabbri,Match Report,,25.0,8.0,32.0,0.63,15.2,2.6,33.3,9.1,83.9,8485.0,2,0,6.0,54.0,2,Napoli
1,2022-08-21,18:30,Serie A,Matchweek 2,Sun,Home,W,4,0,Monza,2.0,0.1,54.0,36559.0,Giovanni Di Lorenzo,4-3-3,Francesco Fourneau,Match Report,,22.0,5.0,22.7,0.8,15.3,2.0,100.0,7.1,88.0,7627.0,2,0,11.0,52.0,2,Napoli
2,2022-08-28,20:45,Serie A,Matchweek 3,Sun,Away,D,0,0,Fiorentina,1.7,0.5,52.0,32286.0,Giovanni Di Lorenzo,4-2-3-1,Livio Marinelli,Match Report,,13.0,2.0,15.4,0.0,14.7,-1.7,100.0,0.0,84.3,7902.0,3,0,14.0,63.0,2,Napoli
3,2022-08-31,20:45,Serie A,Matchweek 4,Wed,Home,D,1,1,Lecce,1.7,1.1,71.0,37573.0,Giovanni Di Lorenzo,4-2-3-1,Matteo Marcenaro,Match Report,,19.0,7.0,36.8,0.14,17.7,-0.7,75.0,12.5,84.9,10249.0,1,0,7.0,53.0,2,Napoli
4,2022-09-03,20:45,Serie A,Matchweek 5,Sat,Away,W,2,1,Lazio,2.1,0.3,61.0,39000.0,Giovanni Di Lorenzo,4-2-3-1,Simone Sozza,Match Report,,19.0,7.0,36.8,0.29,16.1,-0.1,50.0,0.0,87.1,10567.0,0,0,14.0,55.0,2,Napoli
6,2022-09-10,15:00,Serie A,Matchweek 6,Sat,Home,W,1,0,Spezia,2.2,0.5,63.0,32839.0,Giovanni Di Lorenzo,4-3-3,Alberto Santoro,Match Report,,28.0,6.0,21.4,0.17,17.8,-1.2,100.0,14.3,87.0,8345.0,1,0,6.0,47.0,2,Napoli
8,2022-09-18,20:45,Serie A,Matchweek 7,Sun,Away,W,2,1,Milan,1.4,2.6,49.0,72573.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,8.0,3.0,37.5,0.33,20.7,0.6,80.0,0.0,81.3,6540.0,3,0,11.0,48.0,2,Napoli
9,2022-10-01,15:00,Serie A,Matchweek 8,Sat,Home,W,3,1,Torino,1.6,1.0,49.0,35953.0,Giovanni Di Lorenzo,4-3-3,Luca Massimi,Match Report,,15.0,7.0,46.7,0.43,18.3,1.4,66.7,0.0,81.5,6458.0,0,0,4.0,55.0,2,Napoli
11,2022-10-09,18:00,Serie A,Matchweek 9,Sun,Away,W,4,1,Cremonese,4.1,0.8,69.0,14238.0,Giovanni Di Lorenzo,4-3-3,Rosario Abisso,Match Report,,20.0,9.0,45.0,0.33,17.8,-0.1,0.0,16.7,88.4,9490.0,0,0,6.0,40.0,2,Napoli
13,2022-10-16,18:00,Serie A,Matchweek 10,Sun,Home,W,3,2,Bologna,2.6,1.3,49.0,50000.0,Giovanni Di Lorenzo,4-3-3,Francesco Cosso,Match Report,,31.0,11.0,35.5,0.27,14.3,0.4,33.3,0.0,83.0,7404.0,0,0,6.0,61.0,2,Napoli
14,2022-10-23,20:45,Serie A,Matchweek 11,Sun,Away,W,1,0,Roma,0.9,0.3,60.0,61633.0,Giovanni Di Lorenzo,4-3-3,Massimiliano Irrati,Match Report,,12.0,5.0,41.7,0.2,21.2,0.1,,0.0,84.2,7847.0,4,0,12.0,46.0,2,Napoli
16,2022-10-29,15:00,Serie A,Matchweek 12,Sat,Home,W,4,0,Sassuolo,2.1,1.0,67.0,45000.0,Giovanni Di Lorenzo,4-3-3,Antonio Rapuano,Match Report,,18.0,6.0,33.3,0.67,16.2,1.9,100.0,0.0,89.9,10185.0,0,0,5.0,49.0,2,Napoli
18,2022-11-05,18:00,Serie A,Matchweek 13,Sat,Away,W,2,1,Atalanta,1.3,2.0,53.0,19363.0,Giovanni Di Lorenzo,4-3-3,Maurizio Mariani,Match Report,,7.0,5.0,71.4,0.4,14.3,0.7,100.0,0.0,81.6,7541.0,1,0,9.0,64.0,2,Napoli
19,2022-11-08,18:30,Serie A,Matchweek 14,Tue,Home,W,2,0,Empoli,2.0,0.3,74.0,36000.0,Giovanni Di Lorenzo,4-3-3,Luca Pairetto,Match Report,,17.0,3.0,17.6,0.33,17.8,0.0,100.0,0.0,86.0,10636.0,1,0,12.0,53.0,2,Napoli
20,2022-11-12,15:00,Serie A,Matchweek 15,Sat,Home,W,3,2,Udinese,1.5,0.7,63.0,51000.0,Giovanni Di Lorenzo,4-3-3,Giovanni Ayroldi,Match Report,,15.0,5.0,33.3,0.6,16.1,1.5,50.0,0.0,85.1,9164.0,2,0,12.0,52.0,2,Napoli
21,2023-01-04,20:45,Serie A,Matchweek 16,Wed,Away,L,0,1,Inter,0.9,1.4,64.0,75470.0,Giovanni Di Lorenzo,4-3-3,Simone Sozza,Match Report,,9.0,2.0,22.2,0.0,13.1,-0.9,0.0,0.0,85.1,10182.0,2,0,7.0,49.0,2,Napoli
22,2023-01-08,18:00,Serie A,Matchweek 17,Sun,Away,W,2,0,Sampdoria,3.2,0.6,66.0,24490.0,Giovanni Di Lorenzo,4-3-3,Rosario Abisso,Match Report,,22.0,6.0,27.3,0.17,18.4,-1.2,100.0,0.0,89.7,11055.0,2,0,12.0,56.0,2,Napoli
23,2023-01-13,20:45,Serie A,Matchweek 18,Fri,Home,W,5,1,Juventus,2.1,1.3,60.0,60000.0,Giovanni Di Lorenzo,4-3-3,Daniele Doveri,Match Report,,14.0,10.0,71.4,0.5,14.4,2.9,50.0,0.0,87.4,8462.0,0,0,10.0,54.0,2,Napoli
25,2023-01-21,18:00,Serie A,Matchweek 19,Sat,Away,W,2,0,Salernitana,1.4,0.4,74.0,18555.0,Giovanni Di Lorenzo,4-3-3,Daniele Chiffi,Match Report,,9.0,4.0,44.4,0.5,14.8,0.6,100.0,0.0,87.4,11721.0,2,0,15.0,61.0,2,Napoli
26,2023-01-29,20:45,Serie A,Matchweek 20,Sun,Home,W,2,1,Roma,1.0,0.8,56.0,48791.0,Giovanni Di Lorenzo,4-3-3,Daniele Orsato,Match Report,,11.0,6.0,54.5,0.33,18.1,1.0,66.7,0.0,84.4,8676.0,1,0,8.0,67.0,2,Napoli
27,2023-02-05,12:30,Serie A,Matchweek 21,Sun,Away,W,3,0,Spezia,1.9,0.4,69.0,8700.0,Giovanni Di Lorenzo,4-3-3,Marco Di Bello,Match Report,,11.0,4.0,36.4,0.5,18.2,1.1,100.0,0.0,83.9,9889.0,2,0,18.0,43.0,2,Napoli
28,2023-02-12,20:45,Serie A,Matchweek 22,Sun,Home,W,3,0,Cremonese,1.8,0.2,65.0,50250.0,Giovanni Di Lorenzo,4-3-3,Luca Massimi,Match Report,,15.0,9.0,60.0,0.33,14.4,1.2,100.0,0.0,86.4,10535.0,0,0,7.0,61.0,2,Napoli
29,2023-02-17,20:45,Serie A,Matchweek 23,Fri,Away,W,2,0,Sassuolo,1.6,0.8,60.0,15911.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,15.0,4.0,26.7,0.5,14.7,0.4,100.0,20.0,86.5,10071.0,2,0,10.0,62.0,2,Napoli
31,2023-02-25,18:00,Serie A,Matchweek 24,Sat,Away,W,2,0,Empoli,2.5,0.6,55.0,12624.0,Giovanni Di Lorenzo,4-3-3,Giovanni Ayroldi,Match Report,,19.0,6.0,31.6,0.17,19.2,-1.5,100.0,0.0,84.6,7926.0,1,1,9.0,44.0,2,Napoli
32,2023-03-03,20:45,Serie A,Matchweek 25,Fri,Home,L,0,1,Lazio,0.9,0.2,64.0,45786.0,Giovanni Di Lorenzo,4-3-3,Luca Pairetto,Match Report,,14.0,2.0,14.3,0.0,22.1,-0.9,0.0,0.0,87.0,12158.0,2,0,13.0,55.0,2,Napoli
33,2023-03-11,18:00,Serie A,Matchweek 26,Sat,Home,W,2,0,Atalanta,1.3,0.3,60.0,50601.0,Giovanni Di Lorenzo,4-3-3,Andrea Colombo,Match Report,,18.0,6.0,33.3,0.33,16.8,0.7,100.0,8.3,87.4,9118.0,1,0,12.0,53.0,2,Napoli
35,2023-03-19,15:00,Serie A,Matchweek 27,Sun,Away,W,4,0,Torino,2.3,1.3,52.0,26058.0,Giovanni Di Lorenzo,4-3-3,Matteo Marchetti,Match Report,,11.0,5.0,45.5,0.6,16.1,1.7,100.0,0.0,83.0,6268.0,1,0,14.0,46.0,2,Napoli
36,2023-04-02,20:45,Serie A,Matchweek 28,Sun,Home,L,0,4,Milan,1.2,2.1,60.0,51466.0,Giovanni Di Lorenzo,4-3-3,Antonio Rapuano,Match Report,,20.0,4.0,20.0,0.0,18.9,-1.2,50.0,0.0,85.5,8748.0,1,0,11.0,58.0,2,Napoli
37,2023-04-07,19:00,Serie A,Matchweek 29,Fri,Away,W,2,1,Lecce,1.1,1.1,68.0,25799.0,Giovanni Di Lorenzo,4-3-3,Gianluca Manganiello,Match Report,,9.0,3.0,33.3,0.33,15.4,-0.1,66.7,7.1,86.5,10801.0,1,0,9.0,63.0,2,Napoli
39,2023-04-15,18:00,Serie A,Matchweek 30,Sat,Home,D,0,0,Hellas Verona,0.4,0.4,79.0,39216.0,Giovanni Di Lorenzo,4-3-3,Federico La Penna,Match Report,,10.0,1.0,10.0,0.0,19.0,-0.4,100.0,20.0,87.5,12019.0,1,0,10.0,49.0,2,Napoli
41,2023-04-23,20:45,Serie A,Matchweek 31,Sun,Away,W,1,0,Juventus,1.2,0.4,65.0,39839.0,Giovanni Di Lorenzo,4-3-3,Michael Fabbri,Match Report,,17.0,6.0,35.3,0.17,17.6,-0.2,100.0,0.0,87.0,9230.0,1,0,11.0,44.0,2,Napoli
42,2023-04-30,15:00,Serie A,Matchweek 32,Sun,Home,D,1,1,Salernitana,1.6,0.3,73.0,54726.0,Giovanni Di Lorenzo,4-3-3,Matteo Marcenaro,Match Report,,24.0,8.0,33.3,0.13,15.8,-0.6,50.0,0.0,85.8,11188.0,2,0,13.0,52.0,2,Napoli
43,2023-05-04,20:45,Serie A,Matchweek 33,Thu,Away,D,1,1,Udinese,0.5,0.3,64.0,24911.0,Giovanni Di Lorenzo,4-3-3,Rosario Abisso,Match Report,,7.0,4.0,57.1,0.25,14.8,0.5,66.7,20.0,86.1,8470.0,0,0,13.0,51.0,2,Napoli
44,2023-05-07,18:00,Serie A,Matchweek 34,Sun,Home,W,1,0,Fiorentina,2.0,1.1,47.0,46522.0,Giovanni Di Lorenzo,4-3-3,Matteo Marchetti,Match Report,,8.0,1.0,12.5,0.0,20.2,-1.0,100.0,5.6,83.6,6561.0,0,0,12.0,46.0,2,Napoli
45,2023-05-14,15:00,Serie A,Matchweek 35,Sun,Away,L,0,2,Monza,1.1,1.3,55.0,14455.0,Piotr Zieliński,4-2-3-1,Francesco Cosso,Match Report,,20.0,7.0,35.0,0.0,17.1,-1.1,50.0,0.0,84.1,7655.0,1,0,13.0,61.0,2,Napoli
46,2023-05-21,18:00,Serie A,Matchweek 36,Sun,Home,W,3,1,Inter,1.7,0.6,70.0,50000.0,Giovanni Di Lorenzo,4-3-3,Livio Marinelli,Match Report,,22.0,9.0,40.9,0.33,19.0,1.3,0.0,0.0,91.5,11159.0,1,0,10.0,56.0,2,Napoli
47,2023-05-28,15:00,Serie A,Matchweek 37,Sun,Away,D,2,2,Bologna,1.4,1.9,48.0,27209.0,Piotr Zieliński,4-3-3,Matteo Marcenaro,Match Report,,11.0,8.0,72.7,0.25,17.0,0.6,66.7,0.0,85.8,7828.0,3,0,10.0,49.0,2,Napoli
48,2023-06-04,18:30,Serie A,Matchweek 38,Sun,Home,W,2,0,Sampdoria,2.0,0.6,73.0,55000.0,Giovanni Di Lorenzo,4-3-3,Ermanno Feliciani,Match Report,,20.0,8.0,40.0,0.13,20.3,0.0,100.0,0.0,91.0,11677.0,0,0,7.0,55.0,2,Napoli
0,2022-08-14,18:30,Serie A,Matchweek 1,Sun,Home,W,2,1,Bologna,0.7,1.5,42.0,45000.0,Ciro Immobile,4-3-3,Luca Massimi,Match Report,,9.0,6.0,66.7,0.17,19.7,0.3,100.0,0.0,79.3,4895.0,2,1,11.0,44.0,2,Lazio
1,2022-08-20,18:30,Serie A,Matchweek 2,Sat,Away,D,0,0,Torino,0.8,0.7,46.0,16530.0,Ciro Immobile,4-3-3,Marco Piccinini,Match Report,,7.0,2.0,28.6,0.0,16.5,-0.8,100.0,0.0,77.3,6379.0,5,0,12.0,48.0,2,Lazio
2,2022-08-26,20:45,Serie A,Matchweek 3,Fri,Home,W,3,1,Inter,1.1,1.5,48.0,52500.0,Ciro Immobile,4-3-3,Michael Fabbri,Match Report,,11.0,7.0,63.6,0.43,14.5,1.9,85.7,0.0,86.4,7732.0,2,0,5.0,50.0,2,Lazio
3,2022-08-31,18:30,Serie A,Matchweek 4,Wed,Away,D,1,1,Sampdoria,1.5,0.8,56.0,18499.0,Ciro Immobile,4-3-3,Gianluca Aureliano,Match Report,,13.0,6.0,46.2,0.17,18.4,-0.5,66.7,0.0,86.4,8729.0,2,0,10.0,51.0,2,Lazio
4,2022-09-03,20:45,Serie A,Matchweek 5,Sat,Home,L,1,2,Napoli,0.3,2.1,39.0,39000.0,Ciro Immobile,4-3-3,Simone Sozza,Match Report,,8.0,2.0,25.0,0.5,26.7,0.7,71.4,5.3,80.8,5337.0,4,0,12.0,45.0,2,Lazio
6,2022-09-11,18:00,Serie A,Matchweek 6,Sun,Home,W,2,0,Hellas Verona,1.1,0.3,59.0,38000.0,Ciro Immobile,4-3-3,Massimiliano Irrati,Match Report,,15.0,6.0,40.0,0.33,15.9,0.9,100.0,7.7,79.6,7180.0,2,0,5.0,55.0,2,Lazio
8,2022-09-18,15:00,Serie A,Matchweek 7,Sun,Away,W,4,0,Cremonese,3.1,1.3,55.0,12991.0,Ciro Immobile,4-3-3,Daniele Orsato,Match Report,,13.0,5.0,38.5,0.6,13.4,0.9,100.0,0.0,81.6,7500.0,1,0,9.0,47.0,2,Lazio
9,2022-10-02,12:30,Serie A,Matchweek 8,Sun,Home,W,4,0,Spezia,2.3,1.1,61.0,41000.0,Ciro Immobile,4-3-3,Juan Sacchi,Match Report,,12.0,6.0,50.0,0.67,13.8,1.7,100.0,0.0,87.6,8204.0,0,0,3.0,39.0,2,Lazio
11,2022-10-10,20:45,Serie A,Matchweek 9,Mon,Away,W,4,0,Fiorentina,1.6,2.2,38.0,30574.0,Ciro Immobile,4-3-3,Fabio Maresca,Match Report,,10.0,6.0,60.0,0.67,15.6,2.4,100.0,7.4,74.9,4999.0,1,0,9.0,51.0,2,Lazio
13,2022-10-16,15:00,Serie A,Matchweek 10,Sun,Home,D,0,0,Udinese,0.8,0.9,54.0,45000.0,Ciro Immobile,4-3-3,Andrea Colombo,Match Report,,8.0,3.0,37.5,0.0,16.2,-0.8,100.0,0.0,79.7,7251.0,1,0,8.0,49.0,2,Lazio
14,2022-10-23,18:00,Serie A,Matchweek 11,Sun,Away,W,2,0,Atalanta,0.9,0.8,53.0,18988.0,Sergej Milinković-Savić,4-3-3,Rosario Abisso,Match Report,,12.0,5.0,41.7,0.4,23.0,1.1,,0.0,85.3,7614.0,2,0,9.0,48.0,2,Lazio
16,2022-10-30,18:00,Serie A,Matchweek 12,Sun,Home,L,1,3,Salernitana,1.9,1.5,61.0,40000.0,Danilo Cataldi,4-4-2,Gianluca Manganiello,Match Report,,13.0,4.0,30.8,0.25,15.3,-0.9,50.0,0.0,86.4,9742.0,3,0,10.0,57.0,2,Lazio
18,2022-11-06,18:00,Serie A,Matchweek 13,Sun,Away,W,1,0,Roma,0.6,0.5,41.0,62847.0,Danilo Cataldi,4-3-3,Daniele Orsato,Match Report,,5.0,3.0,60.0,0.33,23.0,0.4,100.0,6.7,75.2,5381.0,3,0,14.0,58.0,2,Lazio
