,date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,sot%,g/sot,dist,g-xg,save%,stp%,cmp%,totdist,crdy,crdr,fls,recov,season,team
17,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,D,2,2,Udinese,3.0,0.8,67.0,20490.0,Gian Marco Ferrari,4-2-3-1,Gianluca Manganiello,Match Report,,19.0,5.0,26.3,0.0,19.2,-1.0,71.4,0.0,78.1,8442.0,1,0,6.0,43.0,3,Sassuolo
18,2023-12-22,18:30,Serie A,Matchweek 17,Fri,Home,L,1,2,Genoa,1.4,1.6,43.0,11745.0,Gian Marco Ferrari,4-2-3-1,Marco Guida,Match Report,,12.0,3.0,25.0,0.33,17.7,-0.4,80.0,0.0,80.0,6103.0,2,0,11.0,40.0,3,Sassuolo
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Away,L,0,1,Milan,0.5,1.5,42.0,70385.0,Gian Marco Ferrari,4-2-3-1,Livio Marinelli,Match Report,,12.0,6.0,50.0,0.0,24.0,-0.5,50.0,10.0,77.6,5704.0,1,0,7.0,36.0,3,Sassuolo
21,2024-01-06,20:45,Serie A,Matchweek 19,Sat,Home,W,1,0,Fiorentina,0.9,1.2,34.0,15759.0,Gian Marco Ferrari,4-2-3-1,Rosario Abisso,Match Report,,7.0,1.0,14.3,1.0,26.1,0.1,100.0,10.7,67.9,3592.0,3,0,10.0,28.0,3,Sassuolo
1,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Home,L,1.0,3.0,Napoli,0.9,1.5,48.0,15822.0,Luca Mazzitelli,4-3-3,Matteo Marcenaro,Match Report,,3.0,0.0,0.0,,25.4,0.1,62.5,9.1,86.8,6059.0,3,0,14.0,34.0,3,Frosinone
2,2023-08-26,18:30,Serie A,Matchweek 2,Sat,Home,W,2.0,1.0,Atalanta,0.7,1.6,37.0,13426.0,Luca Mazzitelli,4-2-3-1,Juan Sacchi,Match Report,,13.0,5.0,38.5,0.4,18.8,1.3,83.3,0.0,72.5,4737.0,1,0,10.0,65.0,3,Frosinone
3,2023-09-02,18:30,Serie A,Matchweek 3,Sat,Away,D,0.0,0.0,Udinese,1.8,1.5,53.0,20116.0,Luca Mazzitelli,4-2-3-1,Marco Guida,Match Report,,12.0,1.0,8.3,0.0,12.6,-1.8,100.0,7.1,77.0,5569.0,2,0,9.0,55.0,3,Frosinone
4,2023-09-17,15:00,Serie A,Matchweek 4,Sun,Home,W,4.0,2.0,Sassuolo,2.8,1.3,55.0,13133.0,Luca Mazzitelli,4-4-2,Alessandro Prontera,Match Report,,15.0,5.0,33.3,0.6,16.8,1.2,71.4,0.0,82.8,6659.0,4,0,10.0,48.0,3,Frosinone
5,2023-09-22,18:30,Serie A,Matchweek 5,Fri,Away,D,1.0,1.0,Salernitana,0.7,1.1,50.0,16217.0,Luca Mazzitelli,4-3-3,Marco Piccinini,Match Report,,9.0,3.0,33.3,0.33,17.0,0.3,83.3,0.0,76.4,5646.0,2,0,12.0,45.0,3,Frosinone
6,2023-09-28,18:30,Serie A,Matchweek 6,Thu,Home,D,1.0,1.0,Fiorentina,0.7,1.4,52.0,14755.0,Luca Mazzitelli,4-3-3,Francesco Fourneau,Match Report,,11.0,3.0,27.3,0.33,19.6,0.3,83.3,0.0,77.3,6229.0,3,0,6.0,47.0,3,Frosinone
7,2023-10-01,20:45,Serie A,Matchweek 7,Sun,Away,L,0.0,2.0,Roma,0.9,0.6,50.0,62638.0,Luca Mazzitelli,5-4-1,Matteo Marchetti,Match Report,,8.0,0.0,0.0,,20.8,-0.9,60.0,0.0,82.1,5944.0,2,0,11.0,61.0,3,Frosinone
8,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Home,W,2.0,1.0,Hellas Verona,1.8,0.8,52.0,13034.0,Luca Mazzitelli,4-3-3,Maria Sole Ferrieri Caputi,Match Report,,11.0,2.0,18.2,1.0,16.6,0.2,75.0,5.0,78.4,6596.0,1,0,8.0,58.0,3,Frosinone
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Away,L,1.0,2.0,Bologna,1.5,1.5,45.0,26729.0,Luca Mazzitelli,4-2-3-1,Daniele Doveri,Match Report,,11.0,4.0,36.4,0.0,18.8,-0.5,66.7,0.0,79.8,5826.0,2,1,14.0,49.0,3,Frosinone
10,2023-10-29,12:30,Serie A,Matchweek 10,Sun,Away,L,3.0,4.0,Cagliari,1.5,3.4,53.0,15946.0,Simone Romagnoli,4-2-3-1,Luca Pairetto,Match Report,,10.0,5.0,50.0,0.6,16.5,1.5,20.0,0.0,78.9,7045.0,4,0,7.0,51.0,3,Frosinone
12,2023-11-06,18:30,Serie A,Matchweek 11,Mon,Home,W,2.0,1.0,Empoli,0.8,1.5,64.0,13229.0,Luca Mazzitelli,4-2-3-1,Gianluca Manganiello,Match Report,,17.0,5.0,29.4,0.4,21.5,1.2,50.0,0.0,83.9,9179.0,3,0,7.0,56.0,3,Frosinone
13,2023-11-12,20:45,Serie A,Matchweek 12,Sun,Away,L,0.0,2.0,Inter,0.7,3.1,53.0,70816.0,Luca Mazzitelli,3-4-3,Federico Dionisi,Match Report,,12.0,3.0,25.0,0.0,16.1,-0.7,83.3,26.7,85.8,8731.0,1,0,16.0,45.0,3,Frosinone
14,2023-11-26,15:00,Serie A,Matchweek 13,Sun,Home,W,2.0,1.0,Genoa,0.6,1.3,57.0,14018.0,Simone Romagnoli,4-2-3-1,Luca Zufferli,Match Report,,9.0,5.0,55.6,0.4,19.2,1.4,66.7,8.3,83.9,7697.0,2,0,5.0,50.0,3,Frosinone
15,2023-12-02,20:45,Serie A,Matchweek 14,Sat,Away,L,1.0,3.0,Milan,0.7,1.2,53.0,68684.0,Simone Romagnoli,4-2-3-1,Matteo Marchetti,Match Report,,15.0,3.0,20.0,0.33,22.7,0.3,0.0,13.3,84.6,6624.0,1,0,6.0,41.0,3,Frosinone
16,2023-12-10,12:30,Serie A,Matchweek 15,Sun,Home,D,0.0,0.0,Torino,0.8,1.2,52.0,13807.0,Simone Romagnoli,3-4-3,Luca Massimi,Match Report,,11.0,5.0,45.5,0.0,17.1,-0.8,100.0,12.5,73.1,5486.0,3,0,13.0,52.0,3,Frosinone
17,2023-12-16,15:00,Serie A,Matchweek 16,Sat,Away,L,1.0,2.0,Lecce,1.7,0.7,60.0,23645.0,Simone Romagnoli,4-3-3,Luca Zufferli,Match Report,,10.0,4.0,40.0,0.0,18.4,-0.7,66.7,0.0,78.1,6686.0,4,0,14.0,46.0,3,Frosinone
19,2023-12-23,12:30,Serie A,Matchweek 17,Sat,Home,L,1.0,2.0,Juventus,0.5,1.1,56.0,38225.0,Simone Romagnoli,3-4-3,Maurizio Mariani,Match Report,,10.0,3.0,30.0,0.33,21.8,0.5,33.3,5.3,81.7,7141.0,0,0,6.0,45.0,3,Frosinone
20,2023-12-29,20:45,Serie A,Matchweek 18,Fri,Away,L,1.0,3.0,Lazio,1.1,1.5,46.0,40000.0,Simone Romagnoli,3-4-3,Ermanno Feliciani,Match Report,,10.0,1.0,10.0,0.0,23.7,-0.1,40.0,0.0,76.7,5511.0,2,0,15.0,56.0,3,Frosinone
21,2024-01-06,15:00,Serie A,Matchweek 19,Sat,Home,L,2.0,3.0,Monza,1.2,1.3,60.0,13146.0,Ilario Monterisi,3-4-3,Maria Sole Ferrieri Caputi,Match Report,,9.0,4.0,44.4,0.25,21.6,0.8,-50.0,0.0,81.1,7377.0,3,1,11.0,48.0,3,Frosinone
23,2024-01-15,20:45,Serie A,Matchweek 20,Mon,Away,L,0.0,5.0,Atalanta,0.4,3.7,52.0,,Luca Mazzitelli,4-1-4-1,Alessandro Prontera,Match Report,,8.0,5.0,62.5,0.0,20.4,-0.4,55.6,0.0,80.9,7379.0,1,0,8.0,62.0,3,Frosinone
1,2023-08-20,20:45,Serie A,Matchweek 1,Sun,Home,L,0.0,3.0,Juventus,1.0,1.8,49.0,24911.0,Walace,3-5-2,Antonio Rapuano,Match Report,,18.0,5.0,27.8,0.0,22.8,-1.0,50.0,0.0,84.8,7283.0,1,0,12.0,50.0,3,Udinese
2,2023-08-28,18:30,Serie A,Matchweek 2,Mon,Away,D,1.0,1.0,Salernitana,0.8,0.5,44.0,20000.0,Walace,3-5-2,Davide Massa,Match Report,,14.0,6.0,42.9,0.17,21.3,0.2,75.0,0.0,74.3,5432.0,4,0,19.0,46.0,3,Udinese
3,2023-09-02,18:30,Serie A,Matchweek 3,Sat,Home,D,0.0,0.0,Frosinone,1.5,1.8,47.0,20116.0,Walace,3-5-2,Marco Guida,Match Report,,12.0,6.0,50.0,0.0,16.4,-1.5,100.0,0.0,75.8,5494.0,2,0,14.0,52.0,3,Udinese
4,2023-09-17,12:30,Serie A,Matchweek 4,Sun,Away,D,0.0,0.0,Cagliari,0.7,1.6,54.0,15121.0,Walace,3-5-2,Daniele Doveri,Match Report,,11.0,1.0,9.1,0.0,13.2,-0.7,100.0,0.0,82.0,6978.0,1,0,11.0,55.0,3,Udinese
5,2023-09-24,15:00,Serie A,Matchweek 5,Sun,Home,L,0.0,2.0,Fiorentina,2.2,0.5,49.0,21229.0,Walace,3-5-2,Daniele Chiffi,Match Report,,20.0,8.0,40.0,0.0,14.6,-2.2,0.0,12.5,73.3,5702.0,0,0,13.0,62.0,3,Udinese
6,2023-09-27,20:45,Serie A,Matchweek 6,Wed,Away,L,1.0,4.0,Napoli,0.7,3.3,34.0,45305.0,Walace,3-5-2,Gianluca Manganiello,Match Report,,13.0,3.0,23.1,0.33,19.3,0.3,70.0,0.0,82.6,4605.0,1,0,10.0,44.0,3,Udinese
7,2023-10-01,15:00,Serie A,Matchweek 7,Sun,Home,D,2.0,2.0,Genoa,1.3,0.8,59.0,20805.0,Roberto Pereyra,3-5-2,Maurizio Mariani,Match Report,,11.0,2.0,18.2,0.5,17.1,-0.3,50.0,0.0,78.6,6374.0,2,1,12.0,54.0,3,Udinese
8,2023-10-06,18:30,Serie A,Matchweek 8,Fri,Away,D,0.0,0.0,Empoli,0.7,1.3,40.0,7128.0,Roberto Pereyra,3-5-2,Michael Fabbri,Match Report,,11.0,1.0,9.1,0.0,18.4,-0.7,100.0,0.0,66.6,4659.0,2,0,15.0,48.0,3,Udinese
9,2023-10-23,18:30,Serie A,Matchweek 9,Mon,Home,D,1.0,1.0,Lecce,2.1,0.8,46.0,20113.0,Roberto Pereyra,3-5-2,Paride Tremolada,Match Report,,11.0,4.0,36.4,0.0,18.4,-1.1,0.0,0.0,69.5,4126.0,3,0,11.0,55.0,3,Udinese
10,2023-10-29,15:00,Serie A,Matchweek 10,Sun,Away,D,1.0,1.0,Monza,1.1,0.5,39.0,10311.0,Roberto Pereyra,3-5-2,Alessandro Prontera,Match Report,,10.0,3.0,30.0,0.33,18.6,-0.1,75.0,0.0,82.8,5856.0,2,0,11.0,45.0,3,Udinese
12,2023-11-04,20:45,Serie A,Matchweek 11,Sat,Away,W,1.0,0.0,Milan,1.4,0.9,28.0,71018.0,Roberto Pereyra,3-5-2,Juan Sacchi,Match Report,,11.0,1.0,9.1,0.0,18.9,-0.4,100.0,0.0,70.4,3500.0,2,0,14.0,53.0,3,Udinese
13,2023-11-12,15:00,Serie A,Matchweek 12,Sun,Home,D,1.0,1.0,Atalanta,1.5,0.7,35.0,23100.0,Roberto Pereyra,3-5-1-1,Gianluca Aureliano,Match Report,,12.0,4.0,33.3,0.25,23.6,-0.5,50.0,5.9,69.3,3793.0,2,0,14.0,60.0,3,Udinese
14,2023-11-26,18:00,Serie A,Matchweek 13,Sun,Away,L,1.0,3.0,Roma,0.5,1.4,36.0,61015.0,Walace,3-5-2,Luca Massimi,Match Report,,6.0,2.0,33.3,0.5,20.2,0.5,40.0,5.6,82.4,4504.0,3,0,15.0,48.0,3,Udinese
15,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Home,D,3.0,3.0,Hellas Verona,1.9,1.3,40.0,22294.0,Roberto Pereyra,3-5-1-1,Fabio Maresca,Match Report,,12.0,6.0,50.0,0.5,15.5,1.1,50.0,8.7,66.3,3996.0,2,0,16.0,52.0,3,Udinese
16,2023-12-09,20:45,Serie A,Matchweek 15,Sat,Away,L,0.0,4.0,Inter,0.8,3.5,26.0,71874.0,Roberto Pereyra,3-5-1-1,Marco Di Bello,Match Report,,11.0,1.0,9.1,0.0,20.1,-0.8,62.5,0.0,80.3,4155.0,1,0,6.0,37.0,3,Udinese
17,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Home,D,2.0,2.0,Sassuolo,0.8,3.0,33.0,20490.0,Roberto Pereyra,3-5-2,Gianluca Manganiello,Match Report,,9.0,7.0,77.8,0.29,17.0,1.2,100.0,0.0,68.6,3490.0,3,1,13.0,50.0,3,Udinese
18,2023-12-23,15:00,Serie A,Matchweek 17,Sat,Away,D,1.0,1.0,Torino,0.9,1.0,38.0,23546.0,Roberto Pereyra,3-5-2,Michael Fabbri,Match Report,,10.0,4.0,40.0,0.25,15.5,0.1,75.0,0.0,70.7,4137.0,2,0,11.0,47.0,3,Udinese
19,2023-12-30,15:00,Serie A,Matchweek 18,Sat,Home,W,3.0,0.0,Bologna,1.1,0.9,27.0,24786.0,Roberto Pereyra,3-5-1-1,Daniele Orsato,Match Report,,15.0,7.0,46.7,0.43,19.8,1.9,100.0,0.0,69.0,2702.0,2,0,15.0,40.0,3,Udinese
20,2024-01-07,15:00,Serie A,Matchweek 19,Sun,Home,L,1.0,2.0,Lazio,0.7,0.5,47.0,23033.0,Roberto Pereyra,3-5-1-1,Juan Sacchi,Match Report,,13.0,2.0,15.4,0.5,19.8,0.3,0.0,0.0,79.0,6218.0,5,0,16.0,41.0,3,Udinese
21,2024-01-14,18:00,Serie A,Matchweek 20,Sun,Away,D,2.0,2.0,Fiorentina,1.2,1.3,31.0,,Roberto Pereyra,3-5-1-1,Luca Pairetto,Match Report,,12.0,6.0,50.0,0.33,17.9,0.8,66.7,0.0,71.9,3297.0,1,0,13.0,48.0,3,Udinese
1,2023-08-21,18:30,Serie A,Matchweek 1,Mon,Away,D,0.0,0.0,Torino,0.4,1.0,43.0,20296.0,Nahitan Nández,3-4-3,Francesco Cosso,Match Report,,8.0,2.0,25.0,0.0,20.2,-0.4,100.0,0.0,69.3,4857.0,1,0,12.0,69.0,3,Cagliari
2,2023-08-28,20:45,Serie A,Matchweek 2,Mon,Home,L,0.0,2.0,Inter,0.6,0.9,33.0,16412.0,Leonardo Pavoletti,4-2-3-1,Michael Fabbri,Match Report,,12.0,2.0,16.7,0.0,17.8,-0.6,33.3,0.0,74.1,5113.0,0,0,9.0,66.0,3,Cagliari
3,2023-09-02,18:30,Serie A,Matchweek 3,Sat,Away,L,1.0,2.0,Bologna,0.5,2.3,29.0,22818.0,Nahitan Nández,4-1-3-2,Daniele Orsato,Match Report,,7.0,1.0,14.3,1.0,20.7,0.5,71.4,15.4,73.0,4468.0,2,0,13.0,55.0,3,Cagliari
4,2023-09-17,12:30,Serie A,Matchweek 4,Sun,Home,D,0.0,0.0,Udinese,1.6,0.7,46.0,15121.0,Leonardo Pavoletti,3-5-2,Daniele Doveri,Match Report,,10.0,1.0,10.0,0.0,13.7,-1.6,100.0,15.4,75.4,5820.0,2,1,12.0,51.0,3,Cagliari
5,2023-09-24,15:00,Serie A,Matchweek 5,Sun,Away,L,0.0,2.0,Atalanta,0.8,1.7,44.0,14739.0,Alessandro Deiola,3-5-2,Ermanno Feliciani,Match Report,,10.0,0.0,0.0,,17.5,-0.8,66.7,7.7,74.0,6406.0,2,0,11.0,66.0,3,Cagliari
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Home,L,1.0,3.0,Milan,0.9,2.1,34.0,16348.0,Nahitan Nández,5-4-1,Federico La Penna,Match Report,,16.0,6.0,37.5,0.17,19.6,0.1,50.0,0.0,78.8,5095.0,3,0,13.0,42.0,3,Cagliari
7,2023-10-02,20:45,Serie A,Matchweek 7,Mon,Away,L,0.0,3.0,Fiorentina,0.8,1.2,40.0,27309.0,Alessandro Deiola,4-4-2,Marco Di Bello,Match Report,,6.0,3.0,50.0,0.0,12.6,-0.8,-50.0,9.1,78.5,6236.0,1,0,10.0,48.0,3,Cagliari
8,2023-10-08,18:00,Serie A,Matchweek 8,Sun,Home,L,1.0,4.0,Roma,1.7,2.6,57.0,16307.0,Nahitan Nández,3-5-2,Simone Sozza,Match Report,,15.0,1.0,6.7,0.0,18.3,-0.7,20.0,0.0,80.7,8229.0,2,0,15.0,54.0,3,Cagliari
9,2023-10-22,15:00,Serie A,Matchweek 9,Sun,Away,D,2.0,2.0,Salernitana,1.7,1.5,51.0,17409.0,Alessandro Deiola,4-3-1-2,Daniele Chiffi,Match Report,,13.0,6.0,46.2,0.33,15.6,0.3,50.0,0.0,74.6,5771.0,4,0,12.0,51.0,3,Cagliari
10,2023-10-29,12:30,Serie A,Matchweek 10,Sun,Home,W,4.0,3.0,Frosinone,3.4,1.5,47.0,15946.0,Alessandro Deiola,4-3-2-1,Luca Pairetto,Match Report,,23.0,5.0,21.7,0.8,18.0,0.6,40.0,0.0,72.7,5868.0,1,0,8.0,66.0,3,Cagliari
12,2023-11-05,15:00,Serie A,Matchweek 11,Sun,Home,W,2.0,1.0,Genoa,0.9,1.0,42.0,16412.0,Marco Mancosu,4-3-1-2,Marco Guida,Match Report,,12.0,4.0,33.3,0.5,23.2,1.1,50.0,11.8,70.1,5287.0,4,0,14.0,57.0,3,Cagliari
13,2023-11-11,18:00,Serie A,Matchweek 12,Sat,Away,L,1.0,2.0,Juventus,0.6,2.3,51.0,39892.0,Nicolas Viola,4-2-3-1,Marco Piccinini,Match Report,,11.0,2.0,18.2,0.5,16.1,0.4,50.0,0.0,79.9,7142.0,1,0,8.0,42.0,3,Cagliari
14,2023-11-26,12:30,Serie A,Matchweek 13,Sun,Home,D,1.0,1.0,Monza,1.6,0.7,39.0,16291.0,Nicolas Viola,3-4-3,Matteo Marchetti,Match Report,,17.0,5.0,29.4,0.2,15.0,-0.6,75.0,9.5,74.2,5302.0,1,0,10.0,46.0,3,Cagliari
15,2023-12-02,18:00,Serie A,Matchweek 14,Sat,Away,L,0.0,1.0,Lazio,0.6,2.0,40.0,37000.0,Gianluca Lapadula,3-4-1-2,Federico Dionisi,Match Report,,9.0,2.0,22.2,0.0,23.8,-0.6,80.0,9.1,76.3,6530.0,2,1,12.0,50.0,3,Cagliari
16,2023-12-11,20:45,Serie A,Matchweek 15,Mon,Home,W,2.0,1.0,Sassuolo,1.1,0.8,60.0,15769.0,Nahitan Nández,4-4-1-1,Maurizio Mariani,Match Report,,18.0,5.0,27.8,0.4,17.9,0.9,75.0,11.1,76.1,7283.0,1,0,15.0,43.0,3,Cagliari
17,2023-12-16,18:00,Serie A,Matchweek 16,Sat,Away,L,1.0,2.0,Napoli,1.1,1.8,33.0,45000.0,Leonardo Pavoletti,4-4-2,Matteo Marcenaro,Match Report,,9.0,3.0,33.3,0.33,14.4,-0.1,60.0,6.3,60.3,3748.0,3,0,10.0,33.0,3,Cagliari
18,2023-12-23,18:00,Serie A,Matchweek 17,Sat,Away,L,0.0,2.0,Hellas Verona,0.8,0.9,43.0,16716.0,Leonardo Pavoletti,3-4-1-2,Daniele Orsato,Match Report,,12.0,3.0,25.0,0.0,16.8,-0.8,60.0,8.3,73.9,6191.0,4,1,19.0,40.0,3,Cagliari
19,2023-12-30,15:00,Serie A,Matchweek 18,Sat,Home,D,0.0,0.0,Empoli,1.8,0.3,50.0,16125.0,Leonardo Pavoletti,4-1-2-1-2◆,Fabio Maresca,Match Report,,13.0,2.0,15.4,0.0,15.7,-1.8,100.0,0.0,65.8,5655.0,1,0,18.0,49.0,3,Cagliari
21,2024-01-06,18:00,Serie A,Matchweek 19,Sat,Away,D,1.0,1.0,Lecce,1.0,1.5,58.0,25203.0,Nahitan Nández,4-4-1-1,Davide Massa,Match Report,,14.0,2.0,14.3,0.5,23.4,0.0,50.0,7.7,73.2,6263.0,1,0,14.0,44.0,3,Cagliari
22,2024-01-14,15:00,Serie A,Matchweek 20,Sun,Home,W,2.0,1.0,Bologna,0.7,0.6,36.0,,Nahitan Nández,4-3-2-1,Gianluca Manganiello,Match Report,,5.0,2.0,40.0,0.5,27.7,0.3,75.0,7.1,75.3,5092.0,3,0,12.0,43.0,3,Cagliari
1,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Away,W,1.0,0.0,Empoli,0.5,0.7,52.0,7940.0,Paweł Dawidowicz,3-4-3,Luca Massimi,Match Report,,10.0,4.0,40.0,0.25,18.2,0.5,100.0,0.0,68.7,5858.0,2,0,18.0,59.0,3,Hellas Verona
2,2023-08-26,20:45,Serie A,Matchweek 2,Sat,Home,W,2.0,1.0,Roma,0.7,1.5,29.0,23147.0,Paweł Dawidowicz,3-4-3,Daniele Doveri,Match Report,,5.0,3.0,60.0,0.67,15.9,1.3,85.7,3.8,65.0,3587.0,1,1,17.0,39.0,3,Hellas Verona
3,2023-09-01,18:30,Serie A,Matchweek 3,Fri,Away,L,1.0,3.0,Sassuolo,0.6,1.7,53.0,10356.0,Davide Faraoni,3-4-1-2,Marco Piccinini,Match Report,,11.0,3.0,27.3,0.33,18.8,0.4,71.4,0.0,78.8,7618.0,3,0,13.0,59.0,3,Hellas Verona
4,2023-09-18,20:45,Serie A,Matchweek 4,Mon,Home,D,0.0,0.0,Bologna,0.4,0.6,40.0,18863.0,Davide Faraoni,3-4-3,Federico La Penna,Match Report,,9.0,1.0,11.1,0.0,17.6,-0.4,100.0,0.0,77.8,6149.0,4,0,18.0,50.0,3,Hellas Verona
5,2023-09-23,15:00,Serie A,Matchweek 5,Sat,Away,L,0.0,1.0,Milan,0.6,0.9,46.0,71070.0,Davide Faraoni,3-4-3,Fabio Maresca,Match Report,,10.0,2.0,20.0,0.0,17.9,-0.6,75.0,0.0,72.9,5639.0,2,0,11.0,63.0,3,Hellas Verona
6,2023-09-27,18:30,Serie A,Matchweek 6,Wed,Home,L,0.0,1.0,Atalanta,0.5,1.2,51.0,15936.0,Davide Faraoni,3-4-3,Federico Dionisi,Match Report,,11.0,2.0,18.2,0.0,23.1,-0.5,50.0,0.0,66.7,6608.0,2,0,10.0,69.0,3,Hellas Verona
7,2023-10-02,18:30,Serie A,Matchweek 7,Mon,Away,D,0.0,0.0,Torino,0.3,0.6,45.0,19419.0,Darko Lazović,3-4-3,Ermanno Feliciani,Match Report,,5.0,2.0,40.0,0.0,24.4,-0.3,100.0,0.0,71.1,4812.0,1,0,11.0,69.0,3,Hellas Verona
8,2023-10-08,15:00,Serie A,Matchweek 8,Sun,Away,L,1.0,2.0,Frosinone,0.8,1.8,48.0,13034.0,Darko Lazović,3-4-1-2,Maria Sole Ferrieri Caputi,Match Report,,16.0,4.0,25.0,0.25,22.7,0.2,0.0,0.0,73.3,5871.0,4,0,12.0,62.0,3,Hellas Verona
9,2023-10-21,15:00,Serie A,Matchweek 9,Sat,Home,L,1.0,3.0,Napoli,1.3,2.3,40.0,20549.0,Davide Faraoni,3-4-3,Rosario Abisso,Match Report,,15.0,9.0,60.0,0.11,14.8,-0.3,70.0,0.0,76.5,5455.0,3,0,12.0,42.0,3,Hellas Verona
10,2023-10-28,20:45,Serie A,Matchweek 10,Sat,Away,L,0.0,1.0,Juventus,0.3,3.3,46.0,39429.0,Davide Faraoni,3-4-1-2,Ermanno Feliciani,Match Report,,7.0,1.0,14.3,0.0,17.9,-0.3,80.0,0.0,80.9,7104.0,2,0,8.0,38.0,3,Hellas Verona
12,2023-11-05,12:30,Serie A,Matchweek 11,Sun,Home,L,1.0,3.0,Monza,1.0,0.9,46.0,17505.0,Davide Faraoni,3-5-2,Giuseppe Collu,Match Report,,16.0,5.0,31.3,0.2,21.9,0.0,50.0,0.0,83.4,7123.0,1,0,6.0,43.0,3,Hellas Verona
13,2023-11-10,20:45,Serie A,Matchweek 12,Fri,Away,L,0.0,1.0,Genoa,0.2,1.6,50.0,30421.0,Giangiacomo Magnani,3-5-2,Daniele Orsato,Match Report,,7.0,1.0,14.3,0.0,17.0,-0.2,80.0,0.0,76.0,6256.0,4,0,16.0,49.0,3,Hellas Verona
14,2023-11-27,18:30,Serie A,Matchweek 13,Mon,Home,D,2.0,2.0,Lecce,1.7,1.0,49.0,16730.0,Milan Đurić,4-2-3-1,Federico La Penna,Match Report,,19.0,11.0,57.9,0.18,17.1,0.3,60.0,14.3,68.7,5330.0,1,0,15.0,51.0,3,Hellas Verona
15,2023-12-03,15:00,Serie A,Matchweek 14,Sun,Away,D,3.0,3.0,Udinese,1.3,1.9,60.0,22294.0,Darko Lazović,4-2-3-1,Fabio Maresca,Match Report,,12.0,3.0,25.0,0.67,19.8,1.7,50.0,0.0,70.6,6500.0,5,0,13.0,50.0,3,Hellas Verona
16,2023-12-09,15:00,Serie A,Matchweek 15,Sat,Home,D,1.0,1.0,Lazio,1.0,1.0,29.0,28311.0,Milan Đurić,4-2-3-1,Giovanni Ayroldi,Match Report,,5.0,1.0,20.0,1.0,16.2,0.0,80.0,0.0,63.0,3889.0,2,1,16.0,52.0,3,Hellas Verona
17,2023-12-17,15:00,Serie A,Matchweek 16,Sun,Away,L,0.0,1.0,Fiorentina,2.5,0.5,35.0,26311.0,Darko Lazović,4-2-3-1,Maria Sole Ferrieri Caputi,Match Report,,18.0,6.0,33.3,0.0,14.6,-2.5,66.7,0.0,58.0,3594.0,1,0,12.0,38.0,3,Hellas Verona
18,2023-12-23,18:00,Serie A,Matchweek 17,Sat,Home,W,2.0,0.0,Cagliari,0.9,0.8,57.0,16716.0,Paweł Dawidowicz,4-2-3-1,Daniele Orsato,Match Report,,13.0,5.0,38.5,0.4,17.4,1.1,100.0,0.0,80.3,8063.0,3,0,9.0,47.0,3,Hellas Verona
19,2023-12-30,18:00,Serie A,Matchweek 18,Sat,Home,L,0.0,1.0,Salernitana,0.8,0.5,48.0,18181.0,Paweł Dawidowicz,4-2-3-1,Maurizio Mariani,Match Report,,11.0,0.0,0.0,,14.8,-0.8,66.7,8.3,71.7,5705.0,2,0,14.0,57.0,3,Hellas Verona
20,2024-01-06,12:30,Serie A,Matchweek 19,Sat,Away,L,1.0,2.0,Inter,1.3,1.9,39.0,71691.0,Milan Đurić,4-2-3-1,Michael Fabbri,Match Report,,7.0,3.0,42.9,0.33,15.2,-0.3,66.7,13.3,72.4,5228.0,2,1,15.0,45.0,3,Hellas Verona
21,2024-01-13,18:00,Serie A,Matchweek 20,Sat,Home,W,2.0,1.0,Empoli,0.8,0.8,40.0,,Milan Đurić,4-2-3-1,Daniele Doveri,Match Report,,11.0,7.0,63.6,0.29,21.5,1.2,0.0,0.0,72.2,5138.0,4,1,20.0,46.0,3,Hellas Verona
1,2023-08-19,18:30,Serie A,Matchweek 1,Sat,Home,L,0.0,1.0,Hellas Verona,0.7,0.5,48.0,7940.0,Sebastiano Luperto,4-2-3-1,Luca Massimi,Match Report,,10.0,4.0,40.0,0.0,22.8,-0.7,75.0,20.0,63.8,4446.0,2,0,17.0,49.0,3,Empoli
2,2023-08-26,18:30,Serie A,Matchweek 2,Sat,Away,L,0.0,2.0,Monza,1.0,2.0,46.0,8155.0,Sebastiano Luperto,4-2-3-1,Gianluca Aureliano,Match Report,,18.0,6.0,33.3,0.0,18.8,-1.0,60.0,0.0,80.8,6280.0,2,0,7.0,43.0,3,Empoli
3,2023-09-03,20:45,Serie A,Matchweek 3,Sun,Home,L,0.0,2.0,Juventus,0.3,2.7,50.0,15702.0,Sebastiano Luperto,4-3-3,Giovanni Ayroldi,Match Report,,7.0,0.0,0.0,,21.2,-0.3,60.0,0.0,83.3,7194.0,3,0,14.0,39.0,3,Empoli
